,title,subscriber,views,likes,summary_caption,date
619,Eastern Nagaland MLAs To Defy Poll Boycott Call,12.3M subscribers,674 ,14,"[""Eastern Nagaland Legislators Union (ENLU), a forum of legislators from the state's eastern districts, has decided to participate in the forthcoming assembly polls against the backdrop of a poll boycott call given by the Eastern Nagaland People's Organisation (ENPO)."", '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#NagalandMLA #NagalandElections2023 #NagalandPolls2023 #NagalandAssemblyPolls #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Uttarakhand Town Joshimath Sinking', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 24, 2023']"
620,Video: Crowd Gathers As Bengaluru Man Throws Wads Of Cash From Flyover,12.3M subscribers,"10,107 ",60,"[""A man brought vehicles on a flyover in Bengaluru to a standstill after he threw money at people and on the crowd below in a busy market area of the city. Videos shot by motorists on phone showed the man wearing coat and trouser walking on the flyover and throwing large sums of cash in the air. Some of the motorists are seen running to him and requesting money. A large crowd also gathered below the flyover at KR market near city's town hall, to pick up the cash."", '', 'About NDTV (English news channel): ', ' ', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", ' ', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', ' ', 'Follow us on Social Media: ', 'Facebook: https://www.facebook.com/ndtv/', 'Twitter: https://twitter.com/ndtv/   ', 'Instagram: https://www.instagram.com/ndtv/ ', 'Telegram Messenger: https://t.me/NDTVbot/?start=hi ', ' ', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY ', ' ', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps ', ' ', '#Bengaluru #BengaluruNews #Cash #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Uttarakhand Town Joshimath Sinking', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 24, 2023']"
621,"Amid 'Boycott Bollywood' Trend, Akshay Kumar Praises PM's Message About Films",12.3M subscribers,"1,587 ",10,"['Actor Akshay Kumar praised Prime Minister Narendra Modi\'s comments, where he cautioned BJP leaders from making unnecessary remarks against movies to grab headlines. The actor who himself faced a backlash recently for his film Raksha Bandhan said if things change it\'ll be ""great for the industry"".', '', 'Watch Bollywood Buzz: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#AkshayKumar #PMModi #Bolllywood #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Uttarakhand Town Joshimath Sinking', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 24, 2023']"
622,"Man Dressed As Teddy Shoots Train Reel For 'Likes', Cops Were Watching",12.3M subscribers,"3,145 ",11,"[""Twenty-two-year-old Suraj Kumar stepped out in a teddy bear's costume Sunday to shoot a social media reel that he hoped would get him 'likes' and followers. He got more than he had bargained for."", '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel): ', ' ', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", ' ', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', ' ', 'Follow us on Social Media: ', 'Facebook: https://www.facebook.com/ndtv/', 'Twitter: https://twitter.com/ndtv/   ', 'Instagram: https://www.instagram.com/ndtv/ ', 'Telegram Messenger: https://t.me/NDTVbot/?start=hi ', ' ', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY ', ' ', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps ', ' ', '#Teddy #ViralVideo #Shorts #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Uttarakhand Town Joshimath Sinking', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 24, 2023']"
623,Delhi Mayor Election: AAP-BJP Fight Stalls Delhi Mayor Election Once Again,12.3M subscribers,"5,080 ",49,"['Delhi Mayor Election: The Delhi civic body failed to elect its Mayor and Deputy Mayor today as the House was adjourned amid protests by BJP members. This is the second time the House convened for the Mayor election. The mayoral poll was stalled during the first seating of the Municipal Corporation of Delhi (MCD) after a ruckus between the AAP and BJP.', '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#DelhiMayorElection #MayorElection #MayorElection2023 #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Uttarakhand Town Joshimath Sinking', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 24, 2023']"
624,"What US Said On BBC Documentary On PM Modi, 2002 Riots",12.3M subscribers,"108,818 ",475,"['US State Department spokesperson Ned Price on Monday, responding to a media query on a BBC documentary on Prime Minister Narendra Modi which has sparked controversy since its release, said ""I\'m not familiar with the documentary you\'re referring to, however, I am very familiar with the shared values that enact the United States and India as two thriving and vibrant democracies.""', '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#PMModi #BBCDocumentary #US #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Uttarakhand Town Joshimath Sinking', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 24, 2023']"
625,Indian Navy Contingent Thrilled To Showcase Valour At Republic Day Parade,12.3M subscribers,"1,815 ",14,"[""As the much-awaited Republic day celebration is around the corner, Indian Navy's contingent is thrilled to showcase velour at the high-voltage Republic Day Parade."", '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel): ', ' ', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", ' ', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', ' ', 'Follow us on Social Media: ', 'Facebook: https://www.facebook.com/ndtv/', 'Twitter: https://twitter.com/ndtv/   ', 'Instagram: https://www.instagram.com/ndtv/ ', 'Telegram Messenger: https://t.me/NDTVbot/?start=hi ', ' ', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY ', ' ', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps ', ' ', '#IndianNavy #RepublicDayParade #Parade #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Uttarakhand Town Joshimath Sinking', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 24, 2023']"
626,Kashmiri Pandits Meet Rahul Gandhi During Bharat Jodo Yatra in Jammu,12.3M subscribers,"5,850 ",95,"['Congress MP Rahul Gandhi met and interacted with a delegation of Kashmiri Pandits in Jammu on Monday. Rahul Gandhi met Kashmiri Pandits during his Bharat Jodo Yatra in Samba district. The delegation briefed him about their various problems including ""targeted killings"" by terrorists. They also invited Mr Gandhi to visit the Jagti migrant township on the Jammu-Srinagar highway.', '', ""Watch Congress' Bharat Jodo Yatra: https://www.youtube.com/playlist?list..."", '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#RahulGandhi #BharatJodoYatra #KashmiriPandits #Jammu #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Uttarakhand Town Joshimath Sinking', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 24, 2023']"
627,Watch: Indian Army Troops Perform Mallakhamb In Delhi,12.3M subscribers,605 ,4,"['A Military Tattoo and Tribal dance festival was held in Delhi on January 23 during the celebration of Azadi Ka Amrit Mahotsav and the 126th birth anniversary of Netaji Subhas Chandra Bose. As a part of the Military Tattoo, Indian Army troops performed Mallakhamb. Indian Army troops left the audience awestruck by their performances.', '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel): ', ' ', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", ' ', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', ' ', 'Follow us on Social Media: ', 'Facebook: https://www.facebook.com/ndtv/', 'Twitter: https://twitter.com/ndtv/   ', 'Instagram: https://www.instagram.com/ndtv/ ', 'Telegram Messenger: https://t.me/NDTVbot/?start=hi ', ' ', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY ', ' ', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps ', ' ', '#IndianNavy #RepublicDayParade #Parade #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Uttarakhand Town Joshimath Sinking', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 24, 2023']"
628,"""Tragedy Upon Tragedy"": 9 Killed In 3 More US Shootings",12.3M subscribers,"1,027 ",8,"['Nine people, including two students, have died in three shooting incidents in the US, news agency AFP reported today. The incidents of gun violence in north California and Iowa come less than 48 hours after a gunman opened fire at a Chinese New Year dance event in Los Angeles and left 11 dead. The shooter, identified as 72-year-old Huu Can Tran, shot himself dead when surrounded by cops.', '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#Ca#BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Uttarakhand Town Joshimath Sinking', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 24, 2023']"
629,"Ajay Devgn On Pathaan's Record Advance Bookings: ""Dil Se Khush""",12.3M subscribers,749 ,10,"['Ajay Devgn is hopeful that Pathaan, releasing tomorrow, will end the ""thanda"" or cold spell Bollywood was hit by after the pandemic. ""Hope every film that releases is a super-duper hit,"" he said at the launch of the trailer of his new film Bholaa. Pathaan\'s sky-high advance bookings, in particular, made Ajay ""dil se khush (truly happy)."" Pathaan stars Shah Rukh Khan, Deepika Padukone and John Abraham.', '', 'Watch Bollywood Buzz: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#AjayDevgn #ShahRukhKhan #Pathaan #Bollywood #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Uttarakhand Town Joshimath Sinking', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 24, 2023']"
630,"Delhi Mayor, Deputy Mayor To Be Elected Today, Other Top Stories | Good Morning India",12.3M subscribers,"2,598 ",8,"['The second municipal House after the recent high-stakes civic polls in the national capital is slated to take place today during which the mayor and deputy mayor of Delhi are to be elected. ""There is no proof"", this remark on India\'s 2016 surgical strikes by the veteran Congress leader Digvijaya Singh on Monday, who is right now Rahul Gandhi\'s fellow Bharat Jodo Yatri, has put the congress in an uncomfortable spot yet again. The Jawaharlal Nehru University (JNU) asked a group of students to cancel the screening of the controversial BBC documentary on Prime Minister Narendra Modi. Jammu and Kashmir Lieutenant Governor Manoj Sinha should apologise to Kashmiri Pandits for telling them that ""they should not be begging"", Congress leader Rahul Gandhi has said, following a meeting with members of the community in Jammu during his \'Bharat Jodo Yatra\'.', '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#GoodMorningIndia #MCD #DelhiMayor #DelhiMayorPoll #PMModi #BBCDocumentary #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Uttarakhand Town Joshimath Sinking', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra"", 'https://www.youtube.com/playlist?list...', 'Chapters', 'View all', 'Intro', '0:00', 'Delhi Mayor Deputy Mayor To Be Elected Today', '1:28', 'JNU Students To Cancel India The Modi Question', '2:20', 'Judges Not Answerable To People', '3:24', 'Congress Leader Says BJP Spreads Lies', '6:10', 'Rahul Gandhi Trains Guns At Modi Government']","['  Jan 24, 2023']"
631,"BBC Series On PM Screened At Hyderabad University, Cops Say No Case Filed",12.3M subscribers,"8,533 ",69,"['A students group at Hyderabad Central University (HCU) organised a BBC documentary screening on Prime Minister Narendra Modi inside the campus on Monday. Student Islamic Organisation (SIO) & Muslim Student Federation known as the Fraternity group has organised a BBC documentary on Prime Minister Narendra Modi inside the Hyderabad Central University. More than 50 students from these groups attended the screening.', '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#PMModi #BBCDocumentary #HyderabadUniversity #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Uttarakhand Town Joshimath Sinking', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 24, 2023']"
632,"Delhi Mayor, Deputy Mayor To Be Elected Today",12.3M subscribers,"2,346 ",8,"['The second municipal House after the recent high-stakes civic polls in the national capital is slated to take place today during which the mayor and deputy mayor of Delhi are to be elected.', '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#MCD #Mayor #AAP #BJP #DekhiNews #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Uttarakhand Town Joshimath Sinking', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 24, 2023']"
633,"""It's Going To Intensify"": CEO, Prabir Jha People Advisor | Left, Right & Centre",12.3M subscribers,"1,348 ",10,"['""... I think the tech layoffs are going to intensify and has a lot to do with the general sentiment, a little bit of the funding winter and there will be a ripple effect of what is happening with the markets outside India,"" Prabir Jha, Founder & CEO, Prabir Jha People Advisor said on whether he thinks he sees more mass layoffs coming India\'s way in the tech sector. ', '', 'Watch Left, Right and Centre: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#LeftRightCentre #Layoffs #JobCuts #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Uttarakhand Town Joshimath Sinking', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra"", 'https://www.youtube.com/playlist?list...', 'Chapters', 'View all', 'Is the worst over', '0:00', 'Is it a correction', '1:00', 'Its not over yet']","['  Jan 24, 2023']"
